,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify,lat,longi
5895,Omkar Park,620,1,1,2021-01-26, Vishal Nagar,18.5844057,73.78088
5896,Kanan Residency,16145,3,2,2021-01-26, Kavde Nagar,18.5986722,73.7834538
5897,Akshay Nagar Phase 3,544,1,1,2021-01-26, Vishal Nagar,18.5844057,73.78088
5898,Sidhalaxmi complex,630,1,1,2021-01-26, Near Mahadeo mandir,35.657424,-82.866338
5899,rai niwas,850,2,2,2021-01-26, shiv colony,29.6810665,76.96142549999999
5900,Sai Avenue,990,2,2,2021-01-26, Thergaon,18.6142654,73.77507460000001
5901,Rawat Capstone,1145,2,2,2021-01-26, Undri,18.4566651,73.9095279
5902,Maitrya,510,1,1,2021-01-26, Sainagar Mamurdi,18.6800196,73.7139503
5903,Vilas Yashone,498,1,2,2021-01-26, Pirangut,18.5130169,73.67792709999999
5904,"Plot 34, Sector 10",650,1,1,2021-01-26, Bhosari Pradhikaran,18.6457471,73.8365061
5905,Venketeshwara Vasant Kamal Vihar,560,1,1,2021-01-26, Warje,18.4864727,73.79683399999999
5906,Dwarka City,1800,3,3,2021-01-26, Mahalunge Ingale,18.7545995,73.80574519999999
5907,Takkar vihar,1400,2,2,2021-01-26, Gondhale Nagar,18.4941368,73.94890199999999
5908,Sai attarva,631,1,1,2021-03-12, Ex Police colony wakad,18.6073884,73.7651776
5909,Morya,900,2,2,2021-01-26, Tukai Darshan,18.4882495,73.9499426
5910,Malkani Bella Vita,725,1,1,2021-01-26, Wagholi,18.5807719,73.9787063
5911,Nav Unmesh,850,1,1,2021-01-26, Vishrantwadi,18.5726054,73.8782079
5912,Jai Ganesh Green Leaf Wing A And B,750,2,2,2021-01-26, Fursungi Gaon,18.4726725,73.9784573
5913,Trademark Life Shindewadi Kasaramboli,980,2,2,2021-01-26, Pirangut Ghotawade Phata,18.5134407,73.677902
5914,Jhamtani Ace Almighty,700,1,1,2021-01-26, Bhumkar Nagar,18.6022427,73.7463147
5915,BU Bhandari Skyline,458,1,1,2021-01-26, Dighi,18.6148698,73.8729867
5916,Pranjal APARTMENT,1100,2,2,2021-01-26, Salisbury Park,40.7349741,-73.5463341
5917,Kale Elite,620,1,1,2021-01-26, NCL Colony,18.5445704,73.8110279
5918,On Req,369,1,1,2021-01-26, Pimple Gurav,18.5865962,73.8134424
5919,Urban Nest,1000,2,2,2021-01-26, Undri Chowk,18.4507282,73.916294
5920,Springfields Apartment,1040,2,2,2021-01-26, Kothrud,18.5073514,73.8076543
5921,Ganga Village,1000,2,2,2021-01-26, Hadapsar,18.508934,73.92591019999999
5922,Swami Niwas,450,1,1,2021-01-26, Sutarwadi,18.5419934,73.78161539999999
5923,Palash Housing Society,910,2,2,2021-01-26, Kiwale,18.661162,73.728662
5924,Oxt Ultima,630,1,1,2021-01-26, Kesnand,18.575932,74.0086613
5925,Jj Chambers,500,2,1,2021-01-26, Yerwada,18.5529226,73.879711
5926,Bansode house,650,1,1,2021-01-26, Near Sanmati Bal Niketan,18.5203246,73.9781075
5927,Yash bhavan,600,1,1,2021-01-26, Anand Park Nagar,18.5808488,73.88417249999999
5928,Radiant Hill View,1000,2,2,2021-01-26, Ambedkar Nagar,26.4683952,82.6915429
5929,GK Rose Aster,629,2,2,2021-01-26, Punawale,18.6309399,73.7378149
5930,Kumar Purva,950,2,2,2021-01-26, Keshav Nagar,18.5323976,73.94406459999999
5931,Praveens Viraja,15000,1,1,2021-01-26," Awhalwadi, Wagholi",18.5763531,73.9834716
5932,Kumar Atman,1150,2,2,2021-01-26, Baner,18.5590032,73.7867629
5933,5 Star Royal Entrada,1400,3,3,2021-03-10, Wakad,18.6010921,73.7641245
5934,Bafna Suman Classic,2400,2,2,2021-01-26, Vadgaon Sheri,18.5512771,73.92098940000001
5935,Richwood (Rama),908,2,2,2021-01-25," Sector 11, Chikhali Pcntda",18.658718,73.8316141
5936,Laxmi Residents,500,1,1,2021-01-25, B.T Kawade Road,18.5177246,73.90670519999999
5937,Swamee Keys Woods,829,2,2,2021-01-25, Wakadkar Wasti,18.596217,73.7514631
5938,Mahesh Park,500,1,1,2021-01-25, Somnath Nagar,18.5581835,73.9216532
5939,Tinsel County,846,2,2,2021-01-25, Tinsel County Phase 3,18.5882796,73.68277330000001
5940,Pegasus Megapolis Mystic,1232,2,2,2021-03-13, Hinjewadi,18.5912716,73.73890899999999
5941,RAJLAXMI RESIDANCY,590,1,1,2021-01-25, Kharadi,18.5538241,73.9476689
5942,mayur colony,1780,4,3,2021-01-25, Mayur Colony,18.5039834,73.81617469999999
5943,Shree Venkatesh Sharvil,960,2,2,2021-03-10, Dhayari,18.4471444,73.8101999
5944,jeevan deep,822,2,2,2021-01-25, Sector-16 Chikhali,18.6624646,73.8206598
5945,Megapolis Sparklet,988,2,2,2021-01-25, Hinjewadi,18.5912716,73.73890899999999
5946,Anutej The Kate Residency,850,1,1,2021-01-25, Dapodi,18.5852963,73.8333804
5947,Shraddha Apartment,520,1,1,2021-01-25, Maharashtra Colony,18.5878753,73.8173102
5948,Ace KK Anand,890,2,2,2021-01-25, Punawale,18.6309399,73.7378149
5949,Shree Radhika Regency,650,1,1,2021-01-25, Dighi,18.6148698,73.8729867
5950,Mont Vert Tropez,1000,2,2,2021-01-25, Kaspate Vasti,18.5901745,73.7727908
5951,Pragati Air Mont,650,1,2,2021-01-25, Gahunje,18.6693842,73.70528689999999
5952,Nyati Ethos,1600,3,2,2021-01-25, Mohamadwadi,18.4751462,73.9163246
5953,SSD Sai Comfort,1100,2,2,2021-01-25, Pimpri Chinchwad,18.6297811,73.7997094
5954,Rohan Tarang,1346,2,2,2021-01-25, Wakad,18.6010921,73.7641245
5955,Kumar Purva,945,2,2,2021-01-25, Keshav Nagar,18.5323976,73.94406459999999
5956,Haroon manzil,550,1,1,2021-01-25, Wanowrie,18.4848031,73.9022655
5957,"Tajnemala, Charoli, pcmc pune 412105",1600,2,2,2021-01-25, Sai mandir,38.9523868,-77.5305377
5958,Pleasant Avenue,1100,2,2,2021-01-25, Viman Nagar,18.5679146,73.91434319999999
5959,Shubhankar Heights,630,1,1,2021-01-25, Thergaon,18.6142654,73.77507460000001
5960,on req,600,1,1,2021-01-25, Pimple Gurav,18.5865962,73.8134424
5961,Janai Residency Pimpri,400,1,1,2021-01-25, Pimpri,18.6297811,73.7997094
5962,Ganga Ashiyana,653,1,1,2021-01-25, Thergaon,18.6142654,73.77507460000001
5963,Paranjape Richmond Park,920,2,2,2021-01-25, Jyotiba Colony,18.602064,73.7881278
5964,Harshad apartment Sasanenagar,650,1,1,2021-01-25, Sasanenagar Hadapsar,18.4919553,73.9345125
5965,Sneh Kunj,950,2,2,2021-01-25, Bhausaheb Kalate Nagar,18.5954512,73.7652528
5966,Blue Ridge,580,1,1,2021-01-25, Hinjewadi Phase 1,18.5883055,73.73746969999999
5967,Shriroz,825,2,2,2021-01-25, Chikhali,18.6824723,73.8196095
5968,sai balaji enclave,760,2,1,2021-01-25, Thite Nagar,18.5443244,73.9403908
5969,Gulmohar Residency Ambegaon,670,2,1,2021-01-25, Ambegaon Bk,18.4458033,73.8507279
5970,Ganga Newtown,1185,3,2,2021-01-25, Dhanori,18.5967587,73.896851
5971,IRIS -Magarpatta city,900,2,2,2021-01-25, Magarpatta City,18.5158057,73.9271644
5972,Kumar Paradise,995,2,2,2021-01-25, Magarpatta,18.5158057,73.9271644
5973,On Request,650,1,1,2021-01-25, Ambegaon Pathar,18.4587777,73.8426415
5974,Omkar Park,580,1,1,2021-01-25, Thergaon,18.6142654,73.77507460000001
5975,Raviraj Terrace,625,1,1,2021-01-25, Sukhsagar Nagar,18.4565105,73.8701119
5976,Sai Nagari,750,1,1,2021-01-25, Keshav Nagar,18.5323976,73.94406459999999
5977,Rama Vasant apartment,1411,3,4,2021-01-25, Dahanukar Colony,18.4956151,73.8110279
5978,Padmavati Dhara,700,1,2,2021-01-25," Kaspate Chowk, Near Pimple Saudagar",18.5924724,73.781132
5979,Arun Park,870,2,2,2021-01-25, Pimpri Chinchwad,18.6297811,73.7997094
5980,Popular Prestige,893,2,2,2021-01-25, Warje,18.4864727,73.79683399999999
5981,Aarohi Society,2000,4,3,2021-01-25, Pashan-Sus Road,18.5454058,73.7777808
5982,Narayan Peth,160,1,1,2021-01-25, Appa Balwant Chowk,18.516655,73.854689
5983,Goel Ganga Orchard,595,1,1,2021-01-25, Koregaon Park Annexe,18.5320706,73.9154069
5984,On request,925,2,2,2021-01-25, Nageshwar Nagar,18.6511076,73.8433766
5985,Laxmi Niwas,1000,3,2,2021-01-25, Nigdi,18.6491735,73.7706532
5986,Skywards Nirvana,1600,3,2,2021-01-25, Hadapsar,18.508934,73.92591019999999
5987,ARK Prem Alfa Homes Phase 2,520,1,1,2021-01-25, Wagholi,18.5807719,73.9787063
5988,SKF Colony,850,2,1,2021-01-25, Chinchwad,18.6297811,73.7997094
5989,pride Green Fields,1450,3,3,2021-01-25, Pimple Nilakh,18.5790232,73.7859912
5990,Parmar Vista Luxuria,650,1,1,2021-03-10, Manjri,18.5234503,73.9853801
5991,aashiyana apartment,600,1,1,2021-01-25, Lohegaon,18.5944704,73.9275889
5992,Hazel One,1057,2,2,2021-01-25, Hinjewadi,18.5912716,73.73890899999999
5993,DBs Diamond Apartment,1000,2,2,2021-01-25, Khese Park,18.5907515,73.9109977
5994,Pavitra Angan,8180,2,1,2021-01-25, Chinchwad,18.6297811,73.7997094
5995,Ashiyana Apartment,564,1,1,2021-01-25, Pimple Gurav,18.5865962,73.8134424
5996,sai park,700,2,2,2021-01-25, Ghorpadi,18.5235518,73.906346
5997,Shivanjali Apartment,550,1,1,2021-01-25, Pimpri Chinchwad,18.6297811,73.7997094
5998,"Swapn Lok Society, Manav Group",740,2,2,2021-01-25, Kale Padal,18.4869571,73.9433299
5999,Shivdeep Nakshtra,820,2,2,2021-01-25, Medankarwadi,18.7477477,73.8691048
6000,Nimani Alive,1052,2,2,2021-01-25, Balewadi,18.5788913,73.7706807
6001,shiv shrishti,1350,2,2,2021-01-25, Bhageerath,18.5323696,73.8279381
6002,Oxford Olympia Phase 1,950,2,2,2021-01-25, Karpe Nagar,18.601992,73.75154719999999
6003,Mittal Arc Vista,1015,2,2,2021-01-25, Dhanori,18.5967587,73.896851
6004,sidhesh height,500,1,1,2021-01-25, Vadgaon Sheri,18.5512771,73.92098940000001
6005,sidhesh height,550,1,1,2021-01-25, Vadgaon Sheri,18.5512771,73.92098940000001
6006,On Request,800,2,1,2021-01-25, Ambegaon,19.1132337,73.7326775
6007,Shri Siddhivinayak Sankalp,1336,3,3,2021-01-25, Undri,18.4566651,73.9095279
6008,Nanded City Janaranjani,466,1,1,2021-01-25, Nandel Fata,18.4647402,73.8036752
6009,Varadlaxmi Plaza,750,1,1,2021-01-25, Mumbai-Bangalore highway,19.1128,72.931816
6010,farida heights,400,1,1,2021-01-25, Shivneri Nagar,18.478314,73.8893174
6011,GK Vedanta,1096,2,2,2021-01-25, Shankar Kalat Nagar,18.5993483,73.762495
6012,Harshad Apartment,650,1,1,2021-01-25, Hadapsar,18.508934,73.92591019999999
6013,on request,700,1,1,2021-01-25, Hadapsar,18.508934,73.92591019999999
6014,Maitree residency,800,2,1,2021-01-25, Lohegaon,18.5944704,73.9275889
6015,Yogesh Gandharva Excellence Project 2,990,2,2,2021-01-25, Borhade Wadi,18.6651165,73.8470523
6016,Megapolis Sparklet,988,2,2,2021-01-25, Hinjewadi,18.5912716,73.73890899999999
6017,Individual Sai Hem Meadows,500,1,1,2021-01-25, Manjri,18.5234503,73.9853801
6018,Oxford Olympia,1100,2,2,2021-01-25, Wakad,18.6010921,73.7641245
6019,om shanti,515,1,1,2021-01-25, Katraj Kondhwa Road,18.4498414,73.87479689999999
6020,Sai Sradhha Apartment,540,1,1,2021-01-25, Ambegaon Bk,18.4458033,73.8507279
6021,"Ganraj Heights, Manjari",500,1,1,2021-01-25, MahadevNagar,23.0025781,72.65098449999999
6022,Sadyojat CHS,452,1,1,2021-01-25, Bhusari Colony,18.5082124,73.7904396
6023,Hazel One,1024,2,2,2021-01-25, Hinjewadi Phase 1,18.5883055,73.73746969999999
6024,sayadri apartments,800,2,1,2021-01-25, Somatne Phata,18.7067306,73.69040919999999
6025,Surobhi Township,685,1,1,2021-01-25, Vishrantwadi,18.5726054,73.8782079
6026,Sai Ganesh Vihar,575,1,1,2021-01-25, Anand Nagar,26.2273378,90.2221213
6027,Sollana Society,1075,2,2,2021-01-25, Thergaon,18.6142654,73.77507460000001
6028,Tanish Homes,663,1,1,2021-01-25, Gokul Colony,18.4817119,73.9461566
6029,"SAMARTH HEIGHTS, WARE JAKAT NAKA, PUNE",638,1,1,2021-01-25, BRAMHACHAITANYA COLONY,18.4822013,73.80992499999999
6030,Tanish Sanskriti,570,1,1,2021-01-25, Bhosari,18.6320627,73.84679779999999
6031,Karishma heritage,600,1,1,2021-03-13, Behind PCMC building,18.6282063,73.804817
6032,Anandtara Whitefield Residences,649,2,2,2021-03-10, Keshav Nagar,18.5323976,73.94406459999999
6033,Megapolis Sangria Hinjewadi,1118,2,2,2021-03-13, Phase-3 Hinjewadi,18.5868397,73.68599499999999
6034,Aishwarya Vimal Mayuri Regency,1110,2,2,2021-01-25, Wakad,18.6010921,73.7641245
6035,Neo City,775,2,2,2021-01-24, Wagholi,18.5807719,73.9787063
6036,Mahaveer Blue Chip Avenue,1050,2,2,2021-01-24, Baner,18.5590032,73.7867629
6037,Amba Vatika,1375,4,2,2021-01-24, NIBM,6.9065441,79.87072119999999
6038,Sandhyanagari,475,1,1,2021-01-24, Pimple Nilakh,18.5790232,73.7859912
6039,DNV Arcelia,639,2,2,2021-01-24, Kiwale,18.661162,73.728662
6040,Kiran B. Kotgire's House,2000,3,3,2021-01-24, Anand Park,18.5532691,73.9231229
6041,Yogesh Gandharv Excellencee,899,2,2,2021-01-24, Moshi,28.6344116,-106.095404
6042,"Sai Vihar, Vishrantwadi",675,2,2,2021-01-24, Bhairavnagar,18.5835942,73.88674499999999
6043,Alcons Silverleaf,1250,2,2,2021-01-24, Keshav Nagar,18.5323976,73.94406459999999
6044,Samarthshree Vanashree Apartments,500,1,1,2021-01-24, Bavdhan,18.513463,73.76985789999999
6045,Nisarg Pooja Society,1100,2,2,2021-01-24, Wakad,18.6010921,73.7641245
6046,Samarthshree Vanashree Apartments,350,1,1,2021-01-24, Bavdhan,18.513463,73.76985789999999
6047,Mahada Matoshri,300,1,1,2021-01-24, Kharadi,18.5538241,73.9476689
6048,Dreams Nivara,300,1,1,2021-03-10, Koregaon Mul,18.5120948,74.1181234
6049,Munurwar Society,550,1,2,2021-01-24, Wadgaon Sheri,18.5512771,73.92098940000001
6050,Kanchan Nagari,538,1,1,2021-01-24, Katraj,18.4529322,73.86523799999999
6051,Krishna Shanti Apartment,1006,2,2,2021-01-24, Vikas Nagar,30.4750254,77.7652346
6052,Sidharath Nagar,650,1,1,2021-01-24, Aundh,18.5601649,73.8031335
6053,Arc pukhraj keshav Nagar mundhwa,1425,3,3,2021-03-12, Renuka mata mandir,19.8401253,77.92439999999999
6054,Annapurna Aashirwad CHS,750,2,2,2021-03-12, Aundh,18.5601649,73.8031335
6055,Tanishq Apartment,750,2,2,2021-03-09, Kharadi,18.5538241,73.9476689
6056,Puranik Aldea Espanola,1000,3,3,2021-01-24, Mahalunge,18.57382,73.7561594
6057,Ayush Park Phase 2,827,2,2,2021-01-24, Talegaon,18.7375763,73.67466259999999
6058,Nsg Crown,12000,2,2,2021-01-24, Vadgaon Budruk,18.4659813,73.8246309
6059,Kumar Palm Meadows,1100,2,3,2021-01-24, Pisoli,18.4491966,73.9077818
6060,Kolte Patil Downtown Beryl,975,2,2,2021-03-09, Kharadi,18.5538241,73.9476689
6061,Karan Ira Apartment,564,1,1,2021-01-24, Sainikwadi,18.5509643,73.9168593
6062,Paras Rivera,1014,2,2,2021-01-24, Pimple Saudagar,18.5986763,73.79783479999999
6063,Sancheti Belcastel,1063,2,2,2021-01-24, Keshav Nagar,18.5323976,73.94406459999999
6064,Amit Complex,300,1,1,2021-01-24, Chinchwad Gaon,18.6276082,73.78088
6065,Gera Emerald City,1611,3,3,2021-01-24, Eon Free Zone,18.553989,73.9521468
6066,Gulmohar Symphony,641,1,1,2021-01-24, Kharadi,18.5538241,73.9476689
6067,The Legend,599,2,2,2021-01-24, Hinjewadi,18.5912716,73.73890899999999
6068,Krish Aangan,775,2,2,2021-01-24, Talegaon Dabhade,18.7375763,73.67466259999999
6069,Balaji Mesmero,1230,2,2,2021-03-12, Lohegaon,18.5944704,73.9275889
6070,Saroj Sadan,900,2,2,2021-01-24, Kothrud,18.5073514,73.8076543
6071,Varuna Residency Apartment,950,2,2,2021-01-24, Pimple Saudagar,18.5986763,73.79783479999999
6072,Mahesh Society,520,1,1,2021-01-24, Bibwewadi,18.4690213,73.8640944
6073,Millennium Acropolis,1228,3,3,2021-03-08, Wakad,18.6010921,73.7641245
6074,Sheetal Park,570,1,1,2021-01-24, Kalyani Nagar,18.5462313,73.90395099999999
6075,Venkateshwara Silver moon,1500,3,3,2021-01-24, Baner,18.5590032,73.7867629
6076,Genesis Society,1400,2,2,2021-01-24, Charholi Budruk,18.6537243,73.90774739999999
6077,Shiv apartment,529,1,1,2021-01-24, Niranjan park,18.4707264,73.8227917
6078,TCG The Cliff Garden,600,2,2,2021-01-24, Phase-3 Hinjewadi,18.5868397,73.68599499999999
6079,Atul Nagar Society,450,1,1,2021-01-24, Warje,18.4864727,73.79683399999999
6080,M M Powar Residence,650,1,1,2021-03-08, Lane 1,43.096947,-76.113647
6081,Sai Kashish Park,930,2,2,2021-03-09, Rahatani,18.6047038,73.78712949999999
6082,Shivsrushti Housing Society,600,1,1,2021-01-24, Fursungi Gaon,18.4726725,73.9784573
6083,Jayashree Boulevard,910,2,2,2021-01-24, Lohegaon,18.5944704,73.9275889
6084,Apex Athena,1227,2,2,2021-03-08, Wakad,18.6010921,73.7641245
6085,Saigarden,950,2,2,2021-01-24, Baner Pashan Link Road,18.5491105,73.7912815
6086,Saigarden,950,2,2,2021-01-24, Saigarden,29.38343549999999,47.9901309
6087,Laxmi Sadan,1000,1,2,2021-01-24, Pimple Nilakh,18.5790232,73.7859912
6088,on request,700,1,2,2021-01-24, Chinchwad,18.6297811,73.7997094
6089,"shivsamarth, bhugaon",570,1,1,2021-01-26, Daulat petrol pump,18.501823,73.757458
6090,Kumar Park Infinia,1100,2,2,2021-01-24, Phursungi,18.4726725,73.9784573
6091,Siddhivinayak Aspiria Apartment,700,2,2,2021-01-24, hinjewadi,18.5912716,73.73890899999999
6092,Kunal Icon CHS,1400,3,3,2021-03-15, Pimple Saudagar,18.5986763,73.79783479999999
6093,Gulmohar Paradise Homes,853,2,2,2021-01-24, Thite Nagar,18.5443244,73.9403908
6094,Sukhwani Niketan,600,1,1,2021-01-24, Pimpri,18.6297811,73.7997094
6095,Shree Sai Planet 9,546,1,1,2021-01-24, Hinjewadi,18.5912716,73.73890899999999
6096,Raviraj Gharonda,600,1,2,2021-03-09, Pimple Saudagar,18.5986763,73.79783479999999
6097,Bhakti Desai Heights,600,1,1,2021-01-24, Akurdi,18.6504839,73.7785786
6098,Tapodham Society,800,1,1,2021-01-24, Warje,18.4864727,73.79683399999999
6099,Kamdhenu The Regent Park,700,1,2,2021-01-23, Charholi,18.6537243,73.90774739999999
6100,Thirumala Society,1350,2,2,2021-01-23, Dhayari,18.4471444,73.8101999
6101,thirumala residency,1350,3,3,2021-01-23, nr to Kailash jivan factory,NAN,NAN
6102,JCD Park,950,2,2,2021-01-23, Pratik Nagar,18.5657821,73.8832011
6103,Royal Meadows,649,1,1,2021-01-23, Rahatani,18.6047038,73.78712949999999
6104,Amanora Victory Tower,530,2,1,2021-01-23, Keshav Nagar,18.5323976,73.94406459999999
6105,Saarrthi Souvenir co-operative Housing Society,1347,3,3,2021-01-23, Saarrthi Souvenir Mhalunge,18.5620886,73.7633951
6106,Nirmal Township,860,2,2,2021-01-23, Bijle Nagar,18.4834196,73.94406459999999
6107,Laxmi Terrace,850,2,2,2021-01-23, Tingre Nagar,18.575865,73.8930827
6108,Anand Park society Ganesh Nagar Wadgaosheri,760,2,1,2021-01-23, Ganesh Nagar Wadgaosheri,18.5572414,73.9252534
6109,Vikram Midori Tower,1500,3,3,2021-01-23, Pimple Nilakh,18.5790232,73.7859912
6110,Nilesh Prestige,576,1,1,2021-01-23, Hadapsar,18.508934,73.92591019999999
6111,"Adarshnagar, Purandar Colony",750,1,1,2021-01-23, Kiwale,18.661162,73.728662
6112,Krishna Garden,578,1,1,2021-01-23, Kalewadi,18.406612,74.6839545
6113,Renuka Gulmohar,1374,3,3,2021-01-23, Pimpri,18.6297811,73.7997094
6114,Suyash Society,400,1,1,2021-01-23, Bhusari Colony,18.5082124,73.7904396
6115,Marvel Ganga Fria Phase 1,1660,3,3,2021-01-23, Wagholi,18.5807719,73.9787063
6116,Dreams Elegance Society,780,2,2,2021-01-23, Handewadi,18.4542527,73.9315733
6117,Sayali Park,500,1,1,2021-01-23, Pimple Saudagar,18.5986763,73.79783479999999
6118,Brahma Suncity,925,2,3,2021-01-23, Kalyani Nagar Annexe,18.5461234,73.9146923
6119,Sunita Residency,680,1,1,2021-01-23, Uruli Kanchan,18.4874257,74.1333715
6120,Gulmohar Habitat Phase 1,700,1,1,2021-01-23, Borade Nagar,18.4847217,73.8926247
6121,Paras Rivera,675,1,1,2021-01-23, Pimple Saudagar,18.5986763,73.79783479999999
6122,Mahalaxmi Vihar,624,1,1,2021-01-23, Mangdewadi,18.4308601,73.8610191
6123,Aashiyana Housing Society,510,1,1,2021-01-23, Khedekar Nagar,18.4554741,73.8253649
6124,Rohan Abhilasha,1040,2,2,2021-01-23, Wagholi,18.5807719,73.9787063
6125,White Stone Appartment,750,2,2,2021-01-23, Bopkhel,18.5942122,73.8464911
6126,Pristine Prolife,741,2,2,2021-01-23, Wakad,18.6010921,73.7641245
6127,Aayush Park II Society Talegaon Dabhade,585,1,1,2021-01-23, Talegaon Dabhade,18.7375763,73.67466259999999
6128,Manoj Mandhare Torana Prangan,567,1,1,2021-01-23, Dhayari,18.4471444,73.8101999
6129,Winds Avenue,900,2,2,2021-01-23, Bekrai Nagar,18.4819581,73.9521468
6130,Shree Gajanan Housing Society,964,2,2,2021-01-23, Chinchwad Gaon,18.6276082,73.78088
6131,Planet Millennium CHS,1300,3,2,2021-01-23, Pimple Saudagar,18.5986763,73.79783479999999
6132,Aaple Ghar Society,6500,1,1,2021-01-23, Kharadi,18.5538241,73.9476689
6133,Durvankur Residency Radheshwari Nagar,875,2,2,2021-01-23, Wagholi,18.5807719,73.9787063
6134,Goyal Shinde Park,450,1,1,2021-01-23, Aundh,18.5601649,73.8031335
6135,Splendor Megapolis,1300,2,2,2021-01-23, Hinjewadi,18.5912716,73.73890899999999
6136,On Req,945,2,2,2021-01-23, Pimple Saudagar,18.5986763,73.79783479999999
6137,"Sahjeevan society , old sanghavi",560,1,1,2021-01-23," Old sanghavi ,Near maruti mandir , post office",18.5750898,73.8216709
6138,Effiel City,1288,3,3,2021-01-23, Chakan,18.7632075,73.8613203
6139,Mayur Heights,696,1,1,2021-01-23, Phursungi,18.4726725,73.9784573
6140,Bhakti Plaza,750,1,2,2021-01-23, Vishrantwadi,18.5726054,73.8782079
6141,Aspiria Society,1000,2,2,2021-01-23, Bhatewara Nagar,18.596224,73.7433727
6142,Flat No.1S.No.49/2 3/13 Bhakti Plaza,650,1,2,2021-01-23," Bhairav Nagar,Vishrantwadi",18.5835942,73.88674499999999
6143,10 Vrindavan Society,1150,2,2,2021-01-23, Dhanori,18.5967587,73.896851
6144,Suchintan Pushpanjali Park,727,1,1,2021-01-23, Pimpri Chinchwad,18.6297811,73.7997094
6145,Kunal Iconia,1400,3,3,2021-01-23, St Tukaram Nagar,18.6231133,73.8198508
6146,Pyramid County,920,2,2,2021-01-23, Bhukum,18.4942984,73.7220419
6147,Madhuban Housing Society,670,1,1,2021-01-23, Vishrantwadi,18.5726054,73.8782079
6148,Capital One,820,2,2,2021-01-23, Hadapsar,18.508934,73.92591019999999
6149,Greenland County,500,1,1,2021-01-23, Manaji Nagar,18.4527949,73.82387750000001
6150,Rahul New Ajanta Avenue,1500,3,3,2021-01-23, Kothrud,18.5073514,73.8076543
6151,BU Bhandari Skyline,610,1,1,2021-01-23, Dighi,18.6148698,73.8729867
6152,Kohinoor Abhimaan Homes,952,2,2,2021-01-23, Shirgaon,18.0979255,73.62933699999999
6153,Ganga Aria,1050,2,2,2021-01-23, Bhairav Nagar,18.5835942,73.88674499999999
6154,gajanan nagar society,350,1,1,2021-01-23, Gajanan Nagar,21.1118961,79.0753507
6155,Rachana Belvedere,1085,2,2,2021-01-23, Sadhu Vaswani Nagar,18.5505879,73.81396889999999
6156,Siddhivinayak Wind Chime CHS,1150,2,2,2021-03-08, Rahatani,18.6047038,73.78712949999999
6157,Dreams Ragini,926,1,1,2021-01-23, Manjari Budruk,18.521266,73.98257339999999
6158,On request,300,1,1,2021-01-23, Warje,18.4864727,73.79683399999999
6159,Vilas Javdekar Yashone Society,560,1,1,2021-01-23, Pirangut,18.5130169,73.67792709999999
6160,Vishwa Vinayak Dwarka Vishwa,940,2,2,2021-01-23, Indrayani Nagar,18.638387,73.8457803
6161,Rhythm Housing Society,1470,3,3,2021-01-23, Kalewadi Phata,18.633995,73.8084545
6162,Xrbia Hinjewadi,540,2,1,2021-01-23, Hinjewadi,18.5912716,73.73890899999999
6163,Creative Eclectica Homes,1000,2,2,2021-01-23, Pimple Saudagar,18.5986763,73.79783479999999
6164,KrishnaGeeta,560,1,1,2021-01-23, Aundh Gaon,18.5639463,73.81029269999999
6165,Mantra Essence,500,1,1,2021-01-23, Undri,18.4566651,73.9095279
6166,sadanand residence,850,2,2,2021-01-23, Narhe,18.4464732,73.826375
6167,Swati Morning Mist,665,1,1,2021-01-23, Wagholi,18.5807719,73.9787063
6168,Paranjape Blue Ridge,1134,2,2,2021-01-23, Hinjewadi,18.5912716,73.73890899999999
6169,Ganga Acropolis,804,2,2,2021-01-23, Baner,18.5590032,73.7867629
6170,Godrej Infinity,1200,1,2,2021-01-23, Keshavnagar.mundwa,18.5323976,73.94406459999999
6171,Surobhi Regency,900,2,2,2021-01-23, B.T Kawade Road,18.5177246,73.90670519999999
6172,Swati Morning Mist,665,1,1,2021-01-23, Wagholi,18.5807719,73.9787063
6173,Vardhman township,600,2,2,2021-03-11, sasane nagar,18.4919553,73.9345125
6174,Rmc Garden,740,2,2,2021-01-23, Wagholi,18.5807719,73.9787063
6175,Gangapuram Society,550,1,1,2021-01-22, Viman Nagar,18.5679146,73.91434319999999
6176,Mantra Insignia,801,2,1,2021-01-22, Keshav Nagar,18.5323976,73.94406459999999
6177,Shriniwas Serene County,820,2,2,2021-01-22, Nandel Fata,18.4647402,73.8036752
6178,Nisarg City-I Apartments Wakad,1100,3,2,2021-03-12, Kaspate Vasti,18.5901745,73.7727908
6179,Megapolis Splendour,1105,2,2,2021-01-22, Phase-3 Hinjewadi,18.5868397,73.68599499999999
6180,Sampada Complex,650,1,1,2021-01-22, Ganj Peth,18.5093433,73.8655024
6181,Shivtirth Apartment,1000,2,2,2021-01-22, Pimpri Chinchwad,18.6297811,73.7997094
6182,Snehdeep Society,610,1,1,2021-01-22, Behind Radisson Hotel,41.1273574,-81.6541429
6183,Anandtara Sayajiraje Avenue,605,1,1,2021-01-22, Keshav Nagar,18.5323976,73.94406459999999
6184,Rose Icon,1140,2,2,2021-01-22, Pimple Saudagar,18.5986763,73.79783479999999
6185,Goel Ganga Constella,1050,2,2,2021-01-22, Eon Free Zone,18.553989,73.9521468
